text,label
"RBI announces new lending guidelines for NBFCs. The Reserve Bank of India has released comprehensive guidelines for non-banking financial companies focusing on digital lending practices. The circular mandates stricter KYC norms, caps on interest rates, and enhanced disclosure requirements for all registered NBFCs engaged in consumer lending. These measures aim to protect borrowers from predatory lending practices.",FINANCE_POLICY
SEBI bars 15 entities for fraudulent trading practices. The Securities and Exchange Board of India has imposed trading bans on 15 entities found guilty of market manipulation and circular trading. The regulator's investigation revealed coordinated buying and selling patterns designed to artificially inflate stock prices. Penalties totaling Rs 50 crore have been levied on the violators.,FINANCE_POLICY
Federal Reserve signals hawkish stance on inflation control. The Federal Open Market Committee concluded its two-day meeting with Chair Powell emphasizing that interest rates will remain elevated until inflation shows sustained progress toward the 2% target. The committee's dot plot suggests fewer rate cuts than markets had anticipated for the coming year.,FINANCE_POLICY
ECB tightens capital requirements for eurozone banks. The European Central Bank announced stricter capital adequacy norms for systemically important banks operating in the eurozone. The new framework requires banks to maintain higher capital buffers to withstand potential economic shocks. Implementation will be phased over the next 18 months.,FINANCE_POLICY
SEC charges hedge fund manager with insider trading. The Securities and Exchange Commission filed enforcement action against a prominent hedge fund manager for trading on material non-public information related to pending merger announcements. The complaint seeks disgorgement of ill-gotten gains estimated at $25 million plus civil penalties.,FINANCE_POLICY
"Government launches credit guarantee scheme for MSMEs. The Ministry of Finance unveiled a new credit guarantee scheme to support micro, small and medium enterprises affected by recent economic headwinds. The scheme provides collateral-free loans up to Rs 2 crore with government guarantee covering 80% of the loan amount for eligible businesses.",FINANCE_POLICY
RBI imposes Rs 5 crore penalty on private sector bank. The Reserve Bank of India penalized a major private sector bank for violations related to loan classification norms and KYC compliance. The central bank's inspection revealed several instances of regulatory non-compliance in the bank's retail lending operations over the past two years.,FINANCE_POLICY
SEBI introduces new disclosure norms for listed companies. The market regulator has mandated enhanced disclosure requirements for all listed entities regarding related party transactions. Companies must now provide quarterly disclosures of all transactions exceeding specified thresholds with detailed justification for pricing and terms of such deals.,FINANCE_POLICY
"Bank of England raises interest rate by 25 basis points. The Monetary Policy Committee voted 6-3 to increase the Bank Rate to 5.25% citing persistent inflation pressures in the services sector. The committee noted that while headline inflation has declined, underlying price pressures remain elevated requiring continued policy vigilance.",FINANCE_POLICY
IRDAI mandates cyber insurance for all general insurers. The Insurance Regulatory and Development Authority has directed all general insurance companies to offer standalone cyber insurance products within six months. The regulator aims to increase cyber risk coverage penetration given the rising incidence of cyberattacks on businesses and individuals.,FINANCE_POLICY
